sofifa_id,long_name,short_name,overall
224611,吕文君,Lu Wenjun,67
225376,Vlad Achim,V. Achim,67
225715,Saša Živec,S. Živec,67
226033,Elliot Käck,E. Käck,67
226286,Gabriel Ávalos,G. Ávalos,67
226416,Rodrigo Javier Noya García,R. Noya,67
226757,Matías Andrés Escudero,M. Escudero,67
227412,David Alejandro Gómez Rojas,D. Gómez,67
228130,오승훈 吴舜洪,Oh Seung Hoon,67
228205,Daniel Cardoso,D. Cardoso,67
228897,Mickaël Alphonse,M. Alphonse,67
229055,Sakıb Aytaç,S. Aytaç,67
229129,Amigo Luvuyo Memela,L. Memela,67
229332,Antonio Campillo Medina,Campillo,67
229380,David Mateos Rocha,David Rocha,67
229460,Andrea Nalini,A. Nalini,67
229641,Mamadou Bagayoko,M. Bagayoko,67
229750,Tommaso D'Orazio,T. D'Orazio,67
230166,Felipe Melvin Azevedo Lima,Fepe Avedo,67
230167,Mateus Bernardo Tangil Melo,Mateus Tangil,67
230172,Filipe Vicente Traeira Lopes,Traeira Lopes,67
230203,Daniel Clayton Branco Julião,Claytisco Branco,67
230220,Chris Antônio Farminhão Dias,Chris Farminhão,67
230238,Welson Emílio Leima Garcia,Welson Leima,67
230261,Renan Lorenzo Tojeiras Sampaio,Renan Tojeiras,67
230262,Nuno Caio Cedrim Feitosa,Nuno Cedrim,67
230268,Estevão Danilo Rios Chiamulera,Estevãtinho,67
230288,Gustavo Patrick Pastor Pombo,Gustavo Pastinho,67
230306,Miguel Zabaco Tomé,Míchel Zabaco,67
230321,Rafael Simão de Aseiro Vieira,Rafael de Aseiro,67
230357,Kaio Jesus Aldair Porto,Kaio Aldair,67
230450,Breno Vicente Laranjeiro Rosan,Breno Laranjeiro,67
230467,Melvin Luan Regalo Sousa,Melvin Regalito,67
230471,Wilson Allan Rosan Dourado,Wilsson Rosito,67
231563,Feiver Mercado,F. Mercado,67
232125,Jhonier Viveros Díaz,J. Viveros,67
232295,Florin Bejan,F. Bejan,67
232374,宇賀神 友弥,T. Ugajin,67
232376,青木 拓矢,T. Aoki,67
232382,髙木 俊幸,T. Takagi,67
232467,三田 啓貴,H. Mita,67
232469,Ramon Lopes de Freitas,Ramon Lopes,67
232505,林 卓人,T. Hayashi,67
232597,滕春 广輝,H. Fujiharu,67
232620,大森 晃太郎,K. Omori,67
232622,長泽 骏,S. Nagasawa,67
232728,吉田 豐,Y. Yoshida,67
232848,丸山 祐市,Y. Maruyama,67
232875,西 大伍,D. Nishi,67
232887,中村 充孝,A. Nakamura,67
232919,藤田 直之,N. Fujita,67
232946,武富 孝介,K. Taketomi,67
233436,Asavela Mbekile,A. Mbekile,67
233569,Fernando Saucedo,F. Saucedo,67
233870,Ricardo Miguel Martins Alves,Ricardo Alves,67
234004,Tomás Nicolas Nuninho Alfaro,Tomás Nuninho,67
234016,Welliton Edson Helmes Junqueira,Welliton Helmes,67
234482,Jesper Christjansen,J. Christjansen,67
234893,Giuseppe Mastinu,G. Mastinu,67
236074,Fred Kauê Soidares Lima,Fred Soidares,67
236169,Frederico Luis Rendel Barreto,Frederico Rendel,67
236173,Alex Charles Doneiro Gomes,Alex Doneiro,67
236192,Claudio Ever Silbeiro Martins,Claudio Silbeiro,67
236194,Venanzio Luis Meirás Correia,Venanzio Meirás,67
237247,Paulo Vinícius Souza dos Santos,Vinícius,67
238015,Johnatan Opoku,J. Opoku,67
238657,Marc Heider,M. Heider,67
238685,Patrick Herrmann,P. Herrmann,67
239637,Charles Carolus Andriamahitsinoro,C. Andriamahitsinoro,67
239848,Oleksiy Dytyatev,O. Dytyatev,67
240206,Torgil Gjertsen,T. Gjertsen,67
240258,Opa Sangante,O. Sangante,67
240689,Jonathan Alexis Sandoval Rojas,J. Sandoval,67
241011,Saša Jovanović,S. Jovanović,67
242028,Ricardo Darío Blanco,R. Blanco,67
242327,Xola Mlambo,X. Mlambo,67
242944,Federico Hernán Pereyra,F. Pereyra,67
244251,Alon Turgeman,A. Turgeman,67
244706,Kevin Behrens,K. Behrens,67
245549,José Antonio Romera Navarro,Romera,67
245783,Paulo Vítor Fagundes dos Anjos,Paulo Vítor,67
246339,Paulo Roberto Gonzaga,Paulinho,67
247071,Mohammed Abdulrahman,M. Abdulrahman,67
247148,Juan Pablo Segovia,J. Segovia,67
247423,Gabriel Costa,G. Costa,67
247767,Tiyani Mabunda,T. Mabunda,67
247926,Andrew Russell,A. Russell,67
247963,Ionuț Larie,I. Larie,67
248043,Gabriel Vașvari,G. Vașvari,67
248100,Romário Santos Pires,Romário Pires,67
248755,Thibault Jaques,T. Jaques,67
250798,Rahmani Chamseddine,R. Chamseddine,67
251148,Rubén Zamponi,R. Zamponi,67
251183,Ezequiel Cérica,E. Cérica,67
251699,Mathías Guerreyro,M. Guerreyro,67
251705,Jorge Breitez,J. Breitez,67
252545,Aliou Cissé,A. Cissé,67
252718,鈴木 孝司,K. Suzuki,67
242214,James Sands,J. Sands,66
246420,Jérémy Doku,J. Doku,66
243392,Rabbi Matondo,R. Matondo,66
243627,Yacine Adli,Y. Adli,66
244267,Antonio Marin,A. Marin,66
236378,Alessandro Plizzari,A. Plizzari,66
242238,Oumar Solet,O. Solet,66
242453,Sepp van den Berg,S. van den Berg,66
244509,Dennis Jastrzembski,D. Jastrzembski,66
245131,Giorgi Tsitaishvili,G. Tsitaishvili,66
248874,Nicolò Armini,N. Armini,66
252339,Tiago Emanuel Embaló Djaló,Tiago Djaló,66
235955,Rafik Guitane,R. Guitane,66
238616,Pedro Lomba Neto,Pedro Neto,66
241487,Jesus Ferreira,J. Ferreira,66
245037,Eric García Martret,Eric García,66
245703,Igor Diveev,I. Diveev,66
246728,Lassina Traoré,L. Traoré,66
233892,Tomás Sandoval,T. Sandoval,66
236804,Facundo Medina,F. Medina,66
237708,Moussa Sylla,M. Sylla,66
240589,Miguel De la Fuente Escudero,Miguel,66
245287,Sergio López Galache,Sergio López,66
245437,Adolfo Julián Gaich,A. Gaich,66
231395,José Gomes,José Gomes,66
233917,Dereck Kutesa,D. Kutesa,66
238282,Mamadou Coulibaly,M. Coulibaly,66
239138,정우영 Woo Yeong Jeong,Jeong Woo Yeong,66
240215,Christian Capone,C. Capone,66
245035,Claudio Gomes,C. Gomes,66
245894,Roberto González Bayón,Robert,66
251894,Manuel Luís Da Silva Cafumana,Show,66
229745,Bright Enobakhare,B. Enobakhare,66
230786,Jose Luís García Vayá,Pepelu,66
231442,Marcus Browne,M. Browne,66
235161,Josh Maja,J. Maja,66
236941,Jake Hastie,J. Hastie,66
240660,Mehdi Pascal Marcel Léris,M. Léris,66
241187,Lutsharel Geertruida,L. Geertruida,66
242528,Thomas Buitink,T. Buitink,66
242656,Illan Meslier,I. Meslier,66
244401,Mohamed Ali Camara,M. Camara,66
247103,Dávid Hancko,D. Hancko,66
231973,Danilo Acosta,D. Acosta,66
234886,Milan Dimun,M. Dimun,66
235171,Adrien Bongiovanni,A. Bongiovanni,66
235413,Radosław Majecki,R. Majecki,66
236467,Felix Götze,F. Götze,66
237477,Marcus Tavernier,M. Tavernier,66
237496,Djordje Mihailovic,D. Mihailovic,66
239259,Rocky Bushiri,R. Bushiri,66
240751,Gaëtan Poussin,G. Poussin,66
240950,Pedro António Pereira Gonçalves,Pedro Gonçalves,66
242294,Jeronimo Cacciabue,J. Cacciabue,66
243249,Jurgen Ekkelenkamp,J. Ekkelenkamp,66
244050,Wouter Burger,W. Burger,66
244340,Rok Vodišek,R. Vodišek,66
251404,Javier Fernández Hernández,Javi Fernández,66
225105,Cristo González Pérez,Cristo González,66
231445,Josh Dasilva,J. Dasilva,66
233018,김대원 金大元,Kim Dae Won,66
233884,Charles Pickel,C. Pickel,66
235026,Omar Richards,O. Richards,66
237726,Nick Venema,N. Venema,66
239936,Nicolás Guerra,N. Guerra,66
240081,Ivan Lapshov,I. Lapshov,66
244840,Lennart Czyborra,L. Czyborra,66
245237,Ignacio Antonio Saavedra Pino,I. Saavedra,66
246011,Víctor García Raja,Víctor,66
246282,Salvador Ferrer Canals,Salva,66
252289,Richard Birkheun Rodrigues,Richard Rodrigues,66
252703,Adrián Portero Carrasco,Adrián Carrasco,66
222836,Ryan Ledson,R. Ledson,66
225738,José Luis Zalazar Martinez,Kuki Zalazar,66
228225,Wes Harding,W. Harding,66
229831,Osvaldo Rodríguez del Portal,O. Rodríguez,66
233057,Franco Troyansky,F. Troyansky,66
233139,Cedric Itten,C. Itten,66
233397,Agyemang Diawusie,A. Diawusie,66
233841,Carlos Cuesta,C. Cuesta,66
234097,Renato Tarifeño,R. Tarifeño,66
234319,Lewis Travis,L. Travis,66
234350,Víctor Álvarez Rozada,Viti Rozada,66
235215,Giovanni Crociata,G. Crociata,66
237310,Demetri Mitchell,D. Mitchell,66
239368,Mitchel Bakker,M. Bakker,66
239545,José de Jesús Godínez,J. Godínez,66
241695,Jonathan Amon,J. Amon,66
242307,Cristian Núñez,C. Núñez,66
242317,Alejo Antilef,A. Antilef,66
244143,Valentin Costache,V. Costache,66
246866,Pedro Henrique Rocha Pelágio,Pedro Pelágio,66
246952,Younn Zahary,Y. Zahary,66
251300,Khalid Hachadi,K. Hachadi,66
251387,Luis Díaz,L. Díaz,66
252083,Douglas Aurélio,Douglas Aurélio,66
252230,Yago Gandoy Martínez,Gandoy,66
208581,Zymer Bytyqi,Z. Bytyqi,66
212040,Ulrik Yttergård Jenssen,U. Jenssen,66
221661,Guido Nahuel Vadalá,G. Vadalá,66
222878,Tyler Walker,T. Walker,66
223962,Rodney Kongolo,R. Kongolo,66
224892,Valdomiro Tualungo Paulo Lameiras,Estrela,66
226265,Carlos Lobos,C. Lobos,66
227884,Bright Osayi-Samuel,B. Osayi-Samuel,66
228426,Leonardo Escorcia,L. Escorcia,66
228886,Giuseppe Panico,G. Panico,66
229610,Robin Tim Becker,R. Becker,66
230557,Alessio Da Cruz,A. Da Cruz,66
230912,Paolo Ghiglione,P. Ghiglione,66
231307,Morgan Poaty,M. Poaty,66
231474,João Paulo Santos da Costa,João Costa,66
232405,Yhorman David Hurtado Torres,Y. Hurtado,66
233084,Nahuel Molina,N. Molina,66
233309,Simón Ramírez,S. Ramírez,66
233373,Stéphane Diarra,S. Diarra,66
234158,Alimami Gory,A. Gory,66
234668,Kangni Frederic Ananou,F. Ananou,66
234856,Houboulang Mendes,H. Mendes,66
236043,Daniel Batty,D. Batty,66
236650,Jacob Brown,J. Brown,66
236963,Roland Niczuly,R. Niczuly,66
238114,Carlos Alonso Vargas Tenorio,C. Vargas,66
238953,Maximilian Wolfram,M. Wolfram,66
239373,Zian Flemming,Z. Flemming,66
239438,Teenage Hadebe,T. Hadebe,66
239494,Maximilian Thalhammer,M. Thalhammer,66
239513,Josh Earl,J. Earl,66
239529,Frank Onyeka,F. Onyeka,66
240350,Felipe Andrés Barrientos Mena,F. Barrientos,66
240511,Indy Boonen,I. Boonen,66
241172,Diego Hernández Barriuso,Diego Barri,66
241570,Ulises Cardona,U. Cardona,66
241837,Facundo Nadalín,F. Nadalín,66
241937,Abdou Harroui,A. Harroui,66
242052,Jesús Medina,J. Medina,66
242412,Marko Mihojević,M. Mihojević,66
242426,Edwuin Steven Cetré Angulo,E. Cetre,66
242792,Merveille Ndockyt,M. Ndockyt,66
243816,Emanuel Iñíguez,E. Iñíguez,66
244363,Daniel Cerântula Fuzato,Daniel Fuzato,66
244654,大迫 圭介,K. Osako,66
245235,Alexander Hartmann Bah,A. Bah,66
246608,Álvaro Fidalgo Fernández,Fidalgo,66
246974,Diogo dos Santos Cabral,Diogo Calila,66
247150,Alex Vigo,A. Vigo,66
247263,Edmond Tapsoba,E. Tapsoba,66
248060,Valentin Mihăilă,V. Mihăilă,66
248257,Sebastián Galani,S. Galani,66
248878,Luca Kilian,L. Kilian,66
205481,Mason Bennett,M. Bennett,66
213488,Daniel De Silva,D. De Silva,66
215036,Fernando Cornejo,F. Cornejo,66
215410,Brendan Chardonnet,B. Chardonnet,66
220605,Joao Rodríguez,J. Rodríguez,66
220669,Fejiri Okenabirhie,F. Okenabirhie,66
222394,Younes Bnou-Marzouk,Y. Bnou-Marzouk,66
222540,Nikos Vergos,N. Vergos,66
224953,André  Campos Moreira,André Moreira,66
225355,William Parra,W. Parra,66
225435,José Luis Moreno,J. Moreno,66
225625,Kane Vincent-Young,K. Vincent-Young,66
225769,George Dobson,G. Dobson,66
226249,Moses Odjer,M. Odjer,66
226268,Federico Dimarco,F. Dimarco,66
228770,Jorge Segura,J. Segura,66
229082,Oliver Abildgaard,O. Abildgaard,66
229127,Jens Teunckens,J. Teunckens,66
229701,Philipp Ochs,P. Ochs,66
229742,Harun Alpsoy,H. Alpsoy,66
229753,Tsiy-William Ndenge,T. Ndenge,66
229865,Óscar Francisco García Quintela,Óscar Pinchi,66
231137,Domen Črnigoj,D. Črnigoj,66
231408,Jonathan Leko,J. Leko,66
231753,Jérémy Livolant,J. Livolant,66
232832,Luciano Gómez,L. Gómez,66
233079,Christian Rivera,C. Rivera,66
233606,Jesús Angulo,J. Angulo,66
233809,Alessandro Rossi,A. Rossi,66
234202,Ché Nunnely,C. Nunnely,66
234727,Timo Hübers,T. Hübers,66
235301,Patrick Schmidt,P. Schmidt,66
235315,Valentin Gheorghe,V. Gheorghe,66
235507,Ibán Salvador Edú,Iban Salvador,66
236615,Dante Rigo,D. Rigo,66
236695,José Luis Muñoz León,Luis Muñoz,66
236703,David Raum,D. Raum,66
237525,Arnaud Bodart,A. Bodart,66
238820,Quentin Maceiras,Q. Maceiras,66
239365,Adrian Petre,A. Petre,66
239391,Juan Carlos Gaete,J. Gaete,66
240064,Ousseynou Ba,O. Ba,66
240172,Eduardo Cortina García,Edu Cortina,66
240223,Mihailo Ristić,M. Ristić,66
240415,André Martins de Sousa,André Sousa,66
241275,Driss Khalid,D. Khalid,66
241406,Jefferson Intriago,J. Intriago,66
241445,Alpha Sissoko,A. Sissoko,66
241462,Ramiro Guerra,R. Guerra,66
241465,Víctor Moya Martínez,Chuca,66
242158,Alexis Rodríguez,A. Rodríguez,66
242217,Edo Kayembe,E. Kayembe,66
242722,Alejandro Enrique Fuenmayor Castillo,A. Fuenmayor,66
243074,Simone Icardi,S. Icardi,66
244185,Samuel Mraz,S. Mraz,66
244438,Youba Diarra,Y. Diarra,66
244447,Josepablo Monreal,J. Monreal,66
245091,Luca Ravanelli,L. Ravanelli,66
247186,Richard Prieto,R. Prieto,66
248117,Andrei Ciobanu,A. Ciobanu,66
251195,Bongani Sam,B. Sam,66
251790,Hamza Rafia,H. Rafia,66
251920,Andrea Meroni,A. Meroni,66
252062,Riccardo Moreo,R. Moreo,66
213152,Carlton Morris,C. Morris,66
214088,Cameron Dawson,C. Dawson,66
219461,Erik Palmer-Brown,E. Palmer-Brown,66
219584,Luca Lezzerini,L. Lezzerini,66
220139,Sammie Szmodics,S. Szmodics,66
220786,Moussa Jailani Njie,M. Njie,66
220944,Joe Wildsmith,J. Wildsmith,66
221489,Jason Flores Abrigo,J. Flores,66
222256,Teddy Bishop,T. Bishop,66
222916,Josh Ginnelly,J. Ginnelly,66
224019,Pedro Chirivella Burgos,Pedro Chirivella,66
224855,George Byers,G. Byers,66
224875,Bonke Innocent,B. Innocent,66
225261,Sergio Gil Latorre,Sergio Gil,66
225387,Lewis Page,L. Page,66
225550,Gaspar Panadero Zamora,Gaspar,66
225610,Stefano Gori,S. Gori,66
225710,Seydou Sy,S. Sy,66
225768,Ilias Chatzitheodoridis,I. Chatzitheodoridis,66
226431,Leonardo da Silva Lopes,Leonardo Lopes,66
228591,Carlens Arcus,C. Arcus,66
228607,Dominik Reimann,D. Reimann,66
229557,Sebastián Macías Correa,S. Macías,66
229891,Julian Ryerson,J. Ryerson,66
229912,Joshua Emmanuel,J. Emmanuel,66
230134,Sergio Molina Beloqui,Sergio Molina,66
230888,Aiden O'Neill,A. O'Neill,66
231244,Edson Reséndez,E. Reséndez,66
231354,Miloš Pantović,M. Pantović,66
232136,Fernand Mayembo,F. Mayembo,66
232296,Fahd Moufi,F. Moufi,66
233736,Juan Pablo Ramírez,J. Ramírez,66
234222,조영욱 Young Wook Cho,Cho Young Wook,66
234983,Qazim Laçi,Q. Laçi,66
235253,Patrick Kammerbauer,P. Kammerbauer,66
235269,Silviu Balaure,S. Balaure,66
235536,Francisco Eduardo Venegas Moreno,F. Venegas,66
235925,Gastón Gómez,G. Gómez,66
236585,유주안 Ju An You,You Ju An,66
236924,Bruno Ricardo Valdez Wilson,Bruno Wilson,66
237160,Ro-Shaun Williams,R. Williams,66
237198,Antoine Leautey,A. Leautey,66
237721,Abdullah Al Khaibari,A. Al Khaibari,66
237772,Matthias Verreth,M. Verreth,66
239021,Theodor Bergmann,T. Bergmann,66
239571,Tim Handwerker,T. Handwerker,66
239902,Gonçalo Domingues Agrelos,Gonçalo Agrelos,66
239946,Jorge Alfredo Valadéz Callente,J. Valadéz,66
240459,Chiderah Ezeh,C. Ezeh,66
240663,Miguel Ángel Merentiel Serrano,M. Merentiel,66
242383,Simon Lorenz,S. Lorenz,66
242427,Adrián Mora Barraza,A. Mora,66
244489,Paterson Chato,P. Chato,66
244546,Federico Proia,F. Proia,66
246010,Alejandro Cobo Padillo,Álex Cobo,66
247665,Ruster Santos D'Ajuda,Ruster,66
248105,Virgil Ghiță,V. Ghiță,66
251445,Samuel Dias Lino,Samuel Dias,66
251531,Dejan Kerkez,D. Kerkez,66
252184,Medwin Biteghé,M. Biteghé,66
206562,Louis Thompson,L. Thompson,66
211785,Benjamin Garuccio,B. Garuccio,66
213449,Paweł Stolarski,P. Stolarski,66
213642,James Wilson,J. Wilson,66
213835,Jens-Martin Gammelby,J. Gammelby,66
215818,Emerson Hyndman,E. Hyndman,66
216540,William Eskelinen,W. Eskelinen,66
219951,Anton Salétros,A. Salétros,66
220072,Georgi Kitanov,G. Kitanov,66
223306,Jarosław Jach,J. Jach,66
223925,Alexander Brunst-Zöllner,A. Brunst,66
224198,Karim Hafez  Ramadan,K. Hafez,66
224302,Mateusz Wieteska,M. Wieteska,66
224662,Maurice Multhaup,M. Multhaup,66
224774,Hakan Çinemre,H. Çinemre,66
224973,Arturo Molina Tornero,Arturo Molina,66
225574,Andrés Murillo,A. Murillo,66
225734,CJ Hamilton,C. Hamilton,66
225933,Erik Roberto Silva do Nascimento,Erik,66
227599,Djibril Dianessy,D. Dianessy,66
227982,장윤호 张润镐,Jang Yun Ho,66
228007,이영재 李荣载,Lee Yeong Jae,66
228058,Lukas Gugganig,L. Gugganig,66
228809,Agustín Doffo,A. Doffo,66
229175,Niko Kijewski,N. Kijewski,66
229477,Mike-Steven Bähre,M. Bähre,66
229873,Alexander Munksgaard,A. Munksgaard,66
230995,Sidy Sarr,S. Sarr,66
231103,Brahim Konaté,B. Konaté,66
234740,Mohamed El Hankouri,M. El Hankouri,66
234760,Arkadiusz Reca,A. Reca,66
235398,Jean Carlos Silva Rocha,Jean Carlos,66
235590,Pablo Eduardo Sisniega Fink,P. Sisniega,66
236367,Kadiri Mohammed,K. Mohammed,66
236447,Ronaldo Peña,R. Peña,66
236474,Mustapha Bundu,M. Bundu,66
236943,Anibal Chalá,A. Chalá,66
237758,松原 後,K. Matsubara,66
238475,Olivier Verdon,O. Verdon,66
239660,Larry Angulo,L. Angulo,66
239849,Chahreddine Boukholda,C. Boukholda,66
240795,Rodrigo de Souza Prado,Rodrigão,66
240914,Emeka Friday Eze,E. Eze,66
241089,Cyrille Bayala,C. Bayala,66
242021,Yehor Nazaryna,Y. Nazaryna,66
242116,Maxime Etuin,M. Etuin,66
242181,Vivaldo Neto,Neto Borges,66
242312,Abdulfatah Adam,A. Adam,66
243456,Brian White,B. White,66
244391,Fashion Sakala,F. Sakala,66
244655,Gavin Whyte,G. Whyte,66
244751,Senou Coulibaly,S. Coulibaly,66
245242,Darko Todorović,D. Todorović,66
245748,Steve Lawson,S. Lawson,66
246844,Carlos Neva Tey,Carlos Neva,66
248565,Cristian Josué Artiles Cedrés,Cristian Cedrés,66
251154,Facundo Pons,F. Pons,66
251941,Tomislav Štrkalj,T. Štrkalj,66
252014,Herbert Bockhorn,H. Bockhorn,66
252168,Miguel Brizuela,M. Brizuela,66
252692,Shamar Nicholson,S. Nicholson,66
204324,Matthew Kennedy,M. Kennedy,66
208999,Drey Jermaine Wright,D. Wright,66
209264,Bård Finne,B. Finne,66
210046,Kieran Sadlier,K. Sadlier,66
212287,Andreas Maxsø,A. Maxsø,66
212493,Sullay Kaikai,S. Kaikai,66
212821,Dylan Seys,D. Seys,66
212997,Eroll Zejnullahu,E. Zejnullahu,66
213147,Jamie Allen,J. Allen,66
213407,Matt Macey,M. Macey,66
213659,Fankaty Dabo,F. Dabo,66
213815,Mikael Uhre,M. Uhre,66
215756,Sam McQueen,S. McQueen,66
216981,Gervane Kastaneer,G. Kastaneer,66
222215,Petter  Strand,P. Strand,66
222411,Jérôme Prior,J. Prior,66
222484,Daniel Mesenhöler,D. Mesenhöler,66
225531,Dario Van den Buijs,D. Van den Buijs,66
226697,Mauro Alberto Laínez Leyva,M. Laínez,66
228870,Bart Straalman,B. Straalman,66
229118,Jorrit Smeets,J. Smeets,66
229285,Dave Gnaase,D. Gnaase,66
229588,Renzo José Zambrano,R. Zambrano,66
229854,Ricardo Alfonso Gonzalez,R. González,66
229923,Sebastian Stolze,S. Stolze,66
230638,Jhon Vásquez,J. Vásquez,66
232713,Daniel Sappa,D. Sappa,66
232849,小川 諒也,R. Ogawa,66
233434,Carlos Manuel Santos Fortes,Carlos Fortes,66
233642,Aïssa Laïdouni,A. Laïdouni,66
234984,Marko Janković,M. Janković,66
236877,Bruno Miguel Santos Leite,Bruno Leite,66
237376,Juan José Nieto Zarzoso,Juanjo Nieto,66
238354,하창래 河昌莱,Ha Chang Rae,66
238647,Morris Schröter,M. Schröter,66
239095,Jur Schryvers,J. Schryvers,66
240156,Luca Marseiler,L. Marseiler,66
240166,Nemanja Mihajlović,N. Mihajlović,66
241032,Souleymane Diarra,S. Diarra,66
242486,Alexander Nasim Succar Cañote,A. Succar,66
244252,Yohan Roche,Y. Roche,66
244418,João Vitor Lopes da Silva,João Lopes,66
244993,Ibrahima Sory Sankhon,I. Sankhon,66
245792,Eros Grezda,E. Grezda,66
248004,Andrei Chindriș,A. Chindriș,66
250817,Gabriel Eugénio Souza,Gabriel Souza,66
251914,Simón Moreno Barroso,Simón Moreno,66
198285,Lee Nicholls,L. Nicholls,66
199890,Numa Lavanchy,N. Lavanchy,66
200840,Curtis Nelson,C. Nelson,66
202259,Magnar Ødegaard,M. Ødegaard,66
204849,Marco Antonio Bueno Ontiveros,M. Bueno,66
205321,Jason Naismith,J. Naismith,66
205759,Dejan Stojanović,D. Stojanović,66
205961,Alejandro Rodríguez Gorrín,Alex Gorrín,66
206469,Taxiarchis Fountas,T. Fountas,66
207429,Dominic Samuel,D. Samuel,66
208480,Dingyang Zhou,Zhou Dingyang,66
208513,Alejandro Eugenio Guido Pérez,A. Guido,66
209490,Nikos Melissas,N. Melissas,66
210108,Elliot Lee,E. Lee,66
210347,Ivan Lučić,I. Lučić,66
211067,Dario Del Fabro,D. Del Fabro,66
211173,Saleh Khalid Al Shehri,S. Al Shehri,66
211228,Matthew Palmer,M. Palmer,66
211901,Lucas Hufnagel,L. Hufnagel,66
211928,Dominic Gape,D. Gape,66
213090,Talal Al Absi,T. Al Absi,66
213543,Kasper Pedersen,K. Pedersen,66
214271,Álvaro Luis Salazar Bravo,A. Salazar,66
214280,Luis Alberto Pavez Muñoz,L. Pavez Muñoz,66
214661,Gaspar Emanuel Iñíguez,G. Iñíguez,66
215817,Dino Islamovic,D. Islamovic,66
216485,Aaron Tshibola,A. Tshibola,66
216730,Stian Rode Gregersen,S. Gregersen,66
216815,Flávio da Silva Ramos,Flávio,66
217277,Ángel Jesús Galván Rivero,Ángel Galván,66
219569,Cedric Omoigui,C. Omoigui,66
220566,Demba Camara,D. Camara,66
220600,Adam Lundqvist,A. Lundqvist,66
221053,Elias Gómez,E. Gómez,66
222080,William Zapata Brand,H. Zapata,66
222222,Steliano  Filip,S. Filip,66
223499,Mauricio Asenjo,M. Asenjo,66
223568,Gjoko Zajkov,G. Zajkov,66
223652,Sebastian Ernst,S. Ernst,66
224095,Nolan Mbemba,N. Mbemba,66
224121,Alessandro Capello,A. Capello,66
224324,Oskar Zawada,O. Zawada,66
224690,李昂,Li Ang,66
225564,Marlon Frey,M. Frey,66
225654,Julius Düker,J. Düker,66
225798,Burak Çamoğlu,B. Çamoğlu,66
226259,Lorenzo Andrenacci,L. Andrenacci,66
226517,Haris Hajradinović,H. Hajradinović,66
227594,Jáder Rafael Obrian Arias,J. Obrian,66
227894,Almir Soto,A. Soto,66
229655,Alberto Varó Lara,Alberto Varo,66
231105,Alexandre Olliero,A. Olliero,66
232586,小泉 庆,K. Koizumi,66
232760,El Hadji Pape Djibril Diaw,P. Diaw,66
233544,Kristiyan Malinov,K. Malinov,66
234093,Tamás Szántó,T. Szántó,66
234534,Serge Yao N’Guessan,S. N'Guessan,66
237147,Juan Camilo Chaverra Martínez,J. Chaverra,66
237742,深井 一希,K. Fukai,66
238642,Jonas Nietfeld,J. Nietfeld,66
240312,Issouf Paro,I. Paro,66
243533,Mohamed  Hamdy Sharaf,M. Hamdy,66
244516,Gustavo Cascardo de Assis,Gustavo Cascardo,66
244941,Manfred Fischer,M. Fischer,66
245219,Juan Hernández García,Juan Hernández,66
247010,Robinho Barbosa de Lisboa,Robinho,66
247218,Valeriy Bondarenko,V. Bondarenko,66
247911,Mihai Căpățînă,M. Căpățînă,66
251642,Manuel Sánchez García,Manu Sánchez,66
252425,Bogdan Mladenovic,B. Mladenovic,66
183544,Graham Burke,G. Burke,66
199321,Tomáš Holý,T. Holý,66
204219,Adam Jackson,A. Jackson,66
204842,Yanick Brecher,Y. Brecher,66
205386,Guillaume Hubert,G. Hubert,66
206065,Simon Sluga,S. Sluga,66
209210,Alexander Grant,A. Grant,66
210005,Christoph Martschinko,C. Martschinko,66
210029,Joe Rafferty,J. Rafferty,66
210110,Derik Osede Prieto,Derik,66
210494,Marc Andre Schmerböck,M. Schmerböck,66
210772,Patrick Drewes,P. Drewes,66
211238,Luc Kassi,L. Kassi,66
212120,Michaël Heylen,M. Heylen,66
212485,Danny Bakker,D. Bakker,66
213314,함석민 咸胜明,Ham Seok Min,66
213693,Joe Rothwell,J. Rothwell,66
213982,Camilo Javier Mancilla Valencia,C. Mancilla,66
216535,Jannik Bandowski,J. Bandowski,66
217332,Emmanuel Monthe,E. Monthe,66
219414,Israel Alba Marín,I. Alba,66
219566,Imoh Fred Friday,F. Friday,66
219861,Cristian Flórez,C. Flórez,66
220030,Gaëtan Paquiez,G. Paquiez,66
220191,Marcelo Amado Djaló Taritolay,Marcelo Djaló,66
220558,Julian von Haacke,J. von Haacke,66
221383,류승우 柳承佑,Ryu Seung Woo,66
221468,손정현 Jeong Hyeon Son,Son Jeong Hyeon,66
221801,廖力生,Liao Lisheng,66
221907,Bilal  Ould-Chikh,B. Ould-Chikh,66
221985,Niko Datković,N. Datković,66
222286,Gautier Lloris,G. Lloris,66
222734,강상우 姜祥佑,Kang Sang Woo,66
223880,Pierre Lemonnier,P. Lemonnier,66
224009,Elohor Godswill Ekpolo,E. Ekpolo,66
224592,Filippo Perucchini,F. Perucchini,66
224633,贺惯,He Guan,66
224996,Francesco Belli,F. Belli,66
225316,Jack Hendry,J. Hendry,66
226122,Jafar Arias,J. Arias,66
226953,Jhony Alexander da Silva Sosa,J. Da Silva,66
228682,Raimundo Rebolledo,R. Rebolledo,66
229036,Søren Reese,S. Reese,66
229623,Hugo Domingos Gomes,Hugo Gomes,66
229917,Andrea Gasbarro,A. Gasbarro,66
230776,Jesiel Cardoso Miranda,Jesiel,66
